Year,Month,Expense_Category,Expense_Name,Amount_Due,Due_Date,Amount_Paid,Payment_Date,Payment_Method
2001,January,Utility,Water,77.68,1/22/2001,77.68,1/27/2001,Check
2001,January,Utility,Internet,25.68,1/20/2001,25.68,1/25/2001,Check
2001,January,Utility,Power,83.21,1/4/2001,83.21,1/18/2001,Check
2001,January,Mortgage,House1,1109.21,1/19/2001,1109.21,1/28/2001,Bank Draft
2001,January,Mortgage,House2,1491.36,1/16/2001,1491.36,1/21/2001,Check
2001,January,Misc,Grocery,40.52,1/12/2001,40.52,1/18/2001,Bank Draft
2001,February,CCBill,Amex,851.12,2/18/2001,,,
2001,February,Utility,Water,48.78,2/13/2001,,,
2001,February,Utility,Internet,16.17,2/29/2001,,,
2001,February,Utility,Power,77.98,2/11/2001,77.98,2/24/2001,Bank Draft
2001,February,Mortgage,House1,1991.42,2/6/2001,,,
2001,February,Mortgage,House2,1742.26,2/5/2001,1742.26,2/22/2001,Check
2001,February,Misc,Grocery,35.33,2/24/2001,,,
2001,March,CCBill,Amex,876.79,3/29/2001,876.79,3/29/2001,Bank Draft
2001,March,Utility,Water,72.67,3/2/2001,72.67,3/21/2001,Bank Draft
2001,March,Utility,Internet,10.74,3/1/2001,10.74,3/15/2001,Check
2001,March,Utility,Power,97.4,3/15/2001,97.4,3/20/2001,Bank Draft
2001,March,Mortgage,House1,1446.04,3/28/2001,1446.04,3/28/2001,Bank Draft
2001,March,Mortgage,House2,1992.04,3/4/2001,1992.04,3/14/2001,Bank Draft
2001,March,Misc,Grocery,84.64,3/29/2001,,,
2001,April,CCBill,Amex,612.72,4/20/2001,612.72,4/29/2001,Check
2001,April,Utility,Water,24.83,4/25/2001,24.83,4/29/2001,Check
2001,April,Utility,Internet,38.95,4/26/2001,38.95,4/27/2001,Check
2001,April,Utility,Power,76.37,4/12/2001,76.37,4/21/2001,Check
2001,April,Mortgage,House1,1456.32,4/20/2001,1456.32,4/28/2001,Bank Draft
2001,April,Mortgage,House2,1440.47,4/9/2001,1440.47,4/24/2001,Bank Draft
2001,April,Misc,Grocery,103.78,4/20/2001,103.78,4/28/2001,Bank Draft
2001,May,CCBill,Amex,1347.41,5/25/2001,,,
2001,May,Utility,Water,22.91,5/21/2001,22.91,5/27/2001,Check
2001,May,Utility,Internet,13.59,5/5/2001,13.59,5/13/2001,Check
2001,May,Utility,Power,70.12,5/16/2001,70.12,5/26/2001,Bank Draft
2001,May,Mortgage,House1,1742.47,5/2/2001,1742.47,5/18/2001,Bank Draft
2001,May,Mortgage,House2,1836.58,5/9/2001,1836.58,5/26/2001,Bank Draft
2001,May,Misc,Grocery,37.53,5/12/2001,37.53,5/17/2001,Bank Draft
2001,June,CCBill,Amex,1270.01,6/27/2001,1270.01,6/27/2001,Check
2001,June,Utility,Water,77.02,6/4/2001,,,
2001,June,Utility,Internet,17.99,6/1/2001,17.99,6/23/2001,Bank Draft
2001,June,Utility,Power,100.45,6/25/2001,100.45,6/27/2001,Check
2001,June,Mortgage,House1,1949.01,6/14/2001,1949.01,6/25/2001,Check
2001,June,Mortgage,House2,1877.86,6/4/2001,,,
2001,June,Misc,Grocery,92.93,6/23/2001,,,
2001,July,CCBill,Amex,777.45,7/2/2001,777.45,7/16/2001,Bank Draft
2001,July,Utility,Water,44.37,7/19/2001,44.37,7/20/2001,Check
2001,July,Utility,Internet,33.99,7/19/2001,33.99,7/29/2001,Bank Draft
2001,July,Utility,Power,85.21,7/10/2001,,,
2001,July,Mortgage,House1,1299.46,7/27/2001,,,
2001,July,Mortgage,House2,1607.18,7/6/2001,1607.18,7/29/2001,Bank Draft
2001,July,Misc,Grocery,82.14,7/13/2001,,,
2001,August,CCBill,Amex,856.04,8/1/2001,856.04,8/17/2001,Bank Draft
2001,August,Utility,Water,64.74,8/28/2001,,,
2001,August,Utility,Internet,15.18,8/26/2001,15.18,8/26/2001,Bank Draft
2001,August,Utility,Power,92.49,8/13/2001,92.49,8/28/2001,Check
2001,August,Mortgage,House1,1799.23,8/6/2001,1799.23,8/10/2001,Bank Draft
2001,August,Mortgage,House2,1049.34,8/29/2001,1049.34,8/29/2001,Check
2001,August,Misc,Grocery,55.12,8/27/2001,,,
2001,September,CCBill,Amex,1282.98,9/1/2001,1282.98,9/3/2001,Bank Draft
2001,September,Utility,Water,60.11,9/23/2001,60.11,9/24/2001,Bank Draft
2001,September,Utility,Internet,22.36,9/23/2001,,,
2001,September,Utility,Power,77.69,9/4/2001,,,
2001,September,Mortgage,House1,1395.99,9/29/2001,1395.99,9/29/2001,Bank Draft
2001,September,Mortgage,House2,1648.26,9/13/2001,1648.26,9/18/2001,Bank Draft
2001,September,Misc,Grocery,91.12,9/23/2001,91.12,9/27/2001,Check
2001,October,CCBill,Amex,759.45,10/15/2001,759.45,10/21/2001,Check
2001,October,Utility,Water,36.69,10/14/2001,36.69,10/15/2001,Check
2001,October,Utility,Internet,49.43,10/12/2001,,,
2001,October,Utility,Power,96.78,10/29/2001,96.78,10/29/2001,Bank Draft
2001,October,Mortgage,House1,1110.75,10/3/2001,1110.75,10/18/2001,Bank Draft
2001,October,Mortgage,House2,1947.66,10/22/2001,1947.66,10/25/2001,Check
2001,October,Misc,Grocery,45.42,10/11/2001,,,
2001,November,CCBill,Amex,1546.85,11/7/2001,1546.85,11/20/2001,Check
2001,November,Utility,Water,78.42,11/2/2001,,,
2001,November,Utility,Internet,40.34,11/10/2001,40.34,11/29/2001,Check
2001,November,Utility,Power,81.16,11/1/2001,81.16,11/1/2001,Bank Draft
2001,November,Mortgage,House1,1310.32,11/20/2001,,,
2001,November,Mortgage,House2,1434.45,11/28/2001,1434.45,11/28/2001,Bank Draft
2001,November,Misc,Grocery,38.7,11/1/2001,38.7,11/17/2001,Check
2001,December,CCBill,Amex,1542.91,12/11/2001,,,
2001,December,Utility,Water,50.71,12/10/2001,50.71,12/20/2001,Bank Draft
2001,December,Utility,Internet,27.2,12/16/2001,,,
2001,December,Utility,Power,89.08,12/1/2001,89.08,12/9/2001,Bank Draft
2001,December,Mortgage,House1,1305.28,12/20/2001,1305.28,12/26/2001,Check
2001,December,Mortgage,House2,1752.28,12/25/2001,,,
2001,December,Misc,Grocery,33.31,12/3/2001,33.31,12/7/2001,Check
