Year,Month,Expense_Category,Expense_Name,Amount_Due,Due_Date,Amount_Paid,Payment_Date,Payment_Method
2016,June,Utility,Internet,31.04,6/5/2016,31.04,6/17/2016,Check
2016,June,Utility,Power,91.65,6/16/2016,91.65,6/21/2016,Check
2016,June,Mortgage,House1,1596.33,6/23/2016,1596.33,6/24/2016,Bank Draft
2016,June,Mortgage,House2,1532.63,6/12/2016,,,
2016,June,Misc,Grocery,107.58,6/5/2016,107.58,6/13/2016,Bank Draft
2016,July,CCBill,Amex,1121.87,7/9/2016,1121.87,7/10/2016,Check
2016,July,Utility,Water,71.65,7/19/2016,,,
2016,July,Utility,Internet,22.98,7/11/2016,22.98,7/19/2016,Check
2016,July,Utility,Power,83.19,7/9/2016,,,
2016,July,Mortgage,House1,1895.79,7/11/2016,1895.79,7/24/2016,Bank Draft
2016,July,Mortgage,House2,1518.29,7/27/2016,,,
2016,July,Misc,Grocery,30.07,7/6/2016,30.07,7/29/2016,Bank Draft
2016,August,CCBill,Amex,666.92,8/6/2016,666.92,8/17/2016,Check
2016,August,Utility,Water,30.31,8/19/2016,30.31,8/24/2016,Bank Draft
2016,August,Utility,Internet,22.21,8/28/2016,,,
2016,August,Utility,Power,74.53,8/29/2016,74.53,8/29/2016,Check
2016,August,Mortgage,House1,1232.28,8/7/2016,1232.28,8/13/2016,Check
2016,August,Mortgage,House2,1052.24,8/13/2016,1052.24,8/20/2016,Bank Draft
2016,August,Misc,Grocery,33.95,8/6/2016,33.95,8/7/2016,Check
2016,September,CCBill,Amex,1578.99,9/8/2016,1578.99,9/26/2016,Bank Draft
2016,September,Utility,Water,31.91,9/12/2016,31.91,9/25/2016,Bank Draft
2016,September,Utility,Internet,41.01,9/23/2016,,,
2016,September,Utility,Power,91.02,9/26/2016,91.02,9/28/2016,Check
2016,September,Mortgage,House1,1612.71,9/27/2016,,,
2016,September,Mortgage,House2,1736.11,9/18/2016,,,
2016,September,Misc,Grocery,27.52,9/25/2016,27.52,9/25/2016,Bank Draft
2016,October,CCBill,Amex,1400.05,10/16/2016,1400.05,10/21/2016,Check
2016,October,Utility,Water,32.38,10/29/2016,32.38,10/29/2016,Check
2016,October,Utility,Internet,17.26,10/3/2016,,,
2016,October,Utility,Power,85.62,10/19/2016,85.62,10/20/2016,Bank Draft
2016,October,Mortgage,House1,1459.1,10/6/2016,1459.1,10/19/2016,Check
2016,October,Mortgage,House2,1757.77,10/7/2016,,,
2016,October,Misc,Grocery,34.98,10/11/2016,34.98,10/27/2016,Check
2016,November,CCBill,Amex,1290.18,11/27/2016,1290.18,11/27/2016,Bank Draft
2016,November,Utility,Water,65.84,11/25/2016,,,
2016,November,Utility,Internet,11.52,11/7/2016,11.52,11/11/2016,Check
2016,November,Utility,Power,76.92,11/28/2016,76.92,11/28/2016,Bank Draft
2016,November,Mortgage,House1,1445.25,11/1/2016,1445.25,11/9/2016,Check
2016,November,Mortgage,House2,1901.89,11/23/2016,1901.89,11/25/2016,Check
2016,November,Misc,Grocery,20.94,11/24/2016,20.94,11/27/2016,Bank Draft
2016,December,CCBill,Amex,1327.41,12/25/2016,1327.41,12/27/2016,Check
2016,December,Utility,Water,46.97,12/29/2016,46.97,12/29/2016,Check
2016,December,Utility,Internet,21.43,12/23/2016,21.43,12/29/2016,Check
2016,December,Utility,Power,90.13,12/9/2016,90.13,12/28/2016,Bank Draft
2016,December,Mortgage,House1,1853.48,12/14/2016,,,
2016,December,Mortgage,House2,1122.35,12/23/2016,,,
2016,December,Misc,Grocery,54.48,12/19/2016,54.48,12/21/2016,Bank Draft
