Year,Month,Expense_Category,Expense_Name,Amount_Due,Due_Date,Amount_Paid,Payment_Date,Payment_Method
2006,July,Mortgage,House2,1374.46,7/19/2006,1374.46,7/24/2006,Check
2006,July,Misc,Grocery,77.85,7/23/2006,77.85,7/23/2006,Check
2006,August,CCBill,Amex,1482.39,8/9/2006,1482.39,8/9/2006,Check
2006,August,Utility,Water,80.98,8/13/2006,80.98,8/22/2006,Bank Draft
2006,August,Utility,Internet,40.77,8/12/2006,,,
2006,August,Utility,Power,105.74,8/3/2006,105.74,8/8/2006,Check
2006,August,Mortgage,House1,1688.84,8/19/2006,1688.84,8/19/2006,Check
2006,August,Mortgage,House2,1635.57,8/8/2006,1635.57,8/24/2006,Check
2006,August,Misc,Grocery,25.37,8/18/2006,25.37,8/21/2006,Bank Draft
2006,September,CCBill,Amex,1064.31,9/23/2006,,,
2006,September,Utility,Water,67.06,9/15/2006,,,
2006,September,Utility,Internet,29.31,9/28/2006,,,
2006,September,Utility,Power,79.37,9/29/2006,,,
2006,September,Mortgage,House1,1067.47,9/24/2006,1067.47,9/28/2006,Check
2006,September,Mortgage,House2,1548.06,9/21/2006,1548.06,9/25/2006,Check
2006,September,Misc,Grocery,49.5,9/9/2006,49.5,9/25/2006,Bank Draft
2006,October,CCBill,Amex,1039.89,10/15/2006,1039.89,10/27/2006,Check
2006,October,Utility,Water,23.38,10/28/2006,23.38,10/29/2006,Bank Draft
2006,October,Utility,Internet,29.37,10/25/2006,29.37,10/26/2006,Check
2006,October,Utility,Power,78.81,10/16/2006,78.81,10/23/2006,Bank Draft
2006,October,Mortgage,House1,1115.76,10/8/2006,,,
2006,October,Mortgage,House2,1974.92,10/10/2006,,,
2006,October,Misc,Grocery,43.15,10/4/2006,43.15,10/5/2006,Bank Draft
2006,November,CCBill,Amex,641.25,11/21/2006,641.25,11/24/2006,Check
2006,November,Utility,Water,67.36,11/15/2006,67.36,11/26/2006,Bank Draft
2006,November,Utility,Internet,16.7,11/3/2006,16.7,11/25/2006,Check
2006,November,Utility,Power,91.58,11/12/2006,91.58,11/13/2006,Bank Draft
2006,November,Mortgage,House1,1946.16,11/21/2006,1946.16,11/26/2006,Bank Draft
2006,November,Mortgage,House2,1096.27,11/2/2006,1096.27,11/23/2006,Bank Draft
2006,November,Misc,Grocery,21.43,11/19/2006,21.43,11/29/2006,Check
2006,December,CCBill,Amex,1532.0,12/12/2006,1532.0,12/25/2006,Bank Draft
2006,December,Utility,Water,81.5,12/10/2006,,,
2006,December,Utility,Internet,14.75,12/2/2006,14.75,12/14/2006,Bank Draft
2006,December,Utility,Power,92.3,12/29/2006,92.3,12/29/2006,Check
2006,December,Mortgage,House1,1453.01,12/5/2006,1453.01,12/27/2006,Bank Draft
2006,December,Mortgage,House2,1168.69,12/23/2006,1168.69,12/26/2006,Bank Draft
2006,December,Misc,Grocery,48.4,12/7/2006,48.4,12/12/2006,Bank Draft
