Year,Month,Expense_Category,Expense_Name,Amount_Due,Due_Date,Amount_Paid,Payment_Date,Payment_Method
2012,July,Utility,Water,60.79,7/12/2012,60.79,7/27/2012,Bank Draft
2012,July,Utility,Internet,48.59,7/8/2012,48.59,7/17/2012,Bank Draft
2012,July,Utility,Power,101.06,7/11/2012,101.06,7/17/2012,Bank Draft
2012,July,Mortgage,House1,1504.04,7/2/2012,1504.04,7/13/2012,Check
2012,July,Mortgage,House2,1314.39,7/9/2012,,,
2012,July,Misc,Grocery,31.82,7/10/2012,31.82,7/11/2012,Check
2012,August,CCBill,Amex,1459.48,8/2/2012,1459.48,8/15/2012,Bank Draft
2012,August,Utility,Water,67.38,8/25/2012,67.38,8/29/2012,Bank Draft
2012,August,Utility,Internet,19.86,8/4/2012,19.86,8/22/2012,Bank Draft
2012,August,Utility,Power,81.87,8/18/2012,81.87,8/26/2012,Bank Draft
2012,August,Mortgage,House1,1565.67,8/10/2012,1565.67,8/22/2012,Check
2012,August,Mortgage,House2,1428.86,8/8/2012,1428.86,8/26/2012,Check
2012,August,Misc,Grocery,95.05,8/21/2012,,,
2012,September,CCBill,Amex,1464.98,9/16/2012,,,
2012,September,Utility,Water,58.9,9/17/2012,,,
2012,September,Utility,Internet,13.56,9/13/2012,,,
2012,September,Utility,Power,72.06,9/29/2012,72.06,9/29/2012,Check
2012,September,Mortgage,House1,1675.49,9/9/2012,1675.49,9/11/2012,Bank Draft
2012,September,Mortgage,House2,1630.58,9/18/2012,1630.58,9/22/2012,Bank Draft
2012,September,Misc,Grocery,46.93,9/5/2012,46.93,9/17/2012,Bank Draft
2012,October,CCBill,Amex,900.97,10/22/2012,900.97,10/23/2012,Bank Draft
2012,October,Utility,Water,68.45,10/10/2012,68.45,10/29/2012,Check
2012,October,Utility,Internet,8.67,10/2/2012,8.67,10/3/2012,Check
2012,October,Utility,Power,86.89,10/20/2012,86.89,10/22/2012,Check
2012,October,Mortgage,House1,1528.9,10/15/2012,1528.9,10/23/2012,Check
2012,October,Mortgage,House2,1765.15,10/28/2012,1765.15,10/29/2012,Bank Draft
2012,October,Misc,Grocery,80.83,10/5/2012,80.83,10/21/2012,Check
2012,November,CCBill,Amex,1495.03,11/29/2012,1495.03,11/29/2012,Check
2012,November,Utility,Water,64.58,11/21/2012,64.58,11/29/2012,Bank Draft
2012,November,Utility,Internet,6.24,11/14/2012,,,
2012,November,Utility,Power,84.84,11/6/2012,84.84,11/13/2012,Check
2012,November,Mortgage,House1,1318.17,11/26/2012,,,
2012,November,Mortgage,House2,1918.1,11/16/2012,1918.1,11/25/2012,Bank Draft
2012,November,Misc,Grocery,109.55,11/24/2012,109.55,11/25/2012,Bank Draft
2012,December,CCBill,Amex,1607.04,12/15/2012,1607.04,12/21/2012,Check
2012,December,Utility,Water,29.05,12/24/2012,29.05,12/26/2012,Check
2012,December,Utility,Internet,36.56,12/16/2012,36.56,12/29/2012,Bank Draft
2012,December,Utility,Power,94.15,12/11/2012,94.15,12/13/2012,Bank Draft
2012,December,Mortgage,House1,1146.74,12/5/2012,1146.74,12/22/2012,Bank Draft
2012,December,Mortgage,House2,1155.05,12/20/2012,1155.05,12/27/2012,Bank Draft
2012,December,Misc,Grocery,72.71,12/26/2012,72.71,12/29/2012,Bank Draft
