Year,Month,Expense_Category,Expense_Name,Amount_Due,Due_Date,Amount_Paid,Payment_Date,Payment_Method
2015,November,Mortgage,House1,1610.41,11/24/2015,,,
2015,November,Mortgage,House2,1198.9,11/5/2015,,,
2015,November,Misc,Grocery,46.48,11/2/2015,46.48,11/20/2015,Check
2015,December,CCBill,Amex,1670.6,12/29/2015,1670.6,12/29/2015,Check
2015,December,Utility,Water,43.05,12/20/2015,,,
2015,December,Utility,Internet,15.25,12/26/2015,15.25,12/28/2015,Check
2015,December,Utility,Power,91.42,12/1/2015,,,
2015,December,Mortgage,House1,1111.27,12/2/2015,1111.27,12/5/2015,Bank Draft
2015,December,Mortgage,House2,1833.52,12/13/2015,1833.52,12/14/2015,Bank Draft
2015,December,Misc,Grocery,83.01,12/22/2015,83.01,12/29/2015,Bank Draft
