Year,Month,Expense_Category,Expense_Name,Amount_Due,Due_Date,Amount_Paid,Payment_Date,Payment_Method
2000,August,CCBill,Amex,1363.19,8/11/2000,1363.19,8/18/2000,Check
2000,August,Utility,Water,67.67,8/19/2000,67.67,8/20/2000,Check
2000,August,Utility,Internet,19.99,8/11/2000,19.99,8/15/2000,Bank Draft
2000,August,Utility,Power,86.19,8/3/2000,86.19,8/11/2000,Check
2000,August,Mortgage,House1,1150.61,8/14/2000,1150.61,8/23/2000,Check
2000,August,Mortgage,House2,1486.77,8/2/2000,,,
2000,August,Misc,Grocery,83.51,8/4/2000,,,
2000,September,CCBill,Amex,908.37,9/27/2000,908.37,9/29/2000,Check
2000,September,Utility,Water,21.74,9/21/2000,21.74,9/29/2000,Bank Draft
2000,September,Utility,Internet,23.25,9/2/2000,,,
2000,September,Utility,Power,94.05,9/15/2000,94.05,9/19/2000,Bank Draft
2000,September,Mortgage,House1,1882.75,9/17/2000,1882.75,9/26/2000,Check
2000,September,Mortgage,House2,1113.4,9/1/2000,1113.4,9/20/2000,Bank Draft
2000,September,Misc,Grocery,91.82,9/4/2000,91.82,9/6/2000,Check
2000,October,CCBill,Amex,1678.02,10/10/2000,1678.02,10/28/2000,Check
2000,October,Utility,Water,39.1,10/16/2000,39.1,10/21/2000,Check
2000,October,Utility,Internet,35.08,10/28/2000,35.08,10/28/2000,Bank Draft
2000,October,Utility,Power,104.65,10/23/2000,104.65,10/23/2000,Bank Draft
2000,October,Mortgage,House1,1869.88,10/21/2000,,,
2000,October,Mortgage,House2,1627.91,10/23/2000,,,
2000,October,Misc,Grocery,69.83,10/22/2000,,,
2000,November,CCBill,Amex,1696.34,11/5/2000,1696.34,11/17/2000,Bank Draft
2000,November,Utility,Water,68.22,11/18/2000,68.22,11/28/2000,Check
2000,November,Utility,Internet,44.75,11/4/2000,44.75,11/12/2000,Bank Draft
2000,November,Utility,Power,91.83,11/4/2000,,,
2000,November,Mortgage,House1,1434.64,11/2/2000,1434.64,11/5/2000,Check
2000,November,Mortgage,House2,1645.0,11/2/2000,1645.0,11/13/2000,Bank Draft
2000,November,Misc,Grocery,50.99,11/9/2000,,,
2000,December,CCBill,Amex,1649.13,12/15/2000,,,
2000,December,Utility,Water,22.23,12/25/2000,22.23,12/28/2000,Check
2000,December,Utility,Internet,41.08,12/7/2000,41.08,12/19/2000,Check
2000,December,Utility,Power,96.68,12/25/2000,96.68,12/26/2000,Check
2000,December,Mortgage,House1,1015.27,12/16/2000,1015.27,12/22/2000,Bank Draft
2000,December,Mortgage,House2,1593.18,12/26/2000,1593.18,12/28/2000,Bank Draft
2000,December,Misc,Grocery,83.36,12/27/2000,83.36,12/27/2000,Bank Draft
Year,Month,Expense_Category,Expense_Name,Amount_Due,Due_Date,Amount_Paid,Payment_Date,Payment_Method
2000,January,CCBill,Amex,803.35,1/10/2000,803.35,1/17/2000,Bank Draft
2000,January,Utility,Water,54.75,1/29/2000,54.75,1/29/2000,Check
2000,January,Utility,Internet,34.16,1/6/2000,34.16,1/8/2000,Bank Draft
2000,January,Utility,Power,106.9,1/5/2000,106.9,1/20/2000,Check
2000,January,Mortgage,House1,1380.19,1/3/2000,1380.19,1/7/2000,Check
2000,January,Mortgage,House2,1276.46,1/10/2000,,,
2000,January,Misc,Grocery,81.08,1/13/2000,81.08,1/22/2000,Bank Draft
2000,February,CCBill,Amex,635.38,2/17/2000,635.38,2/19/2000,Bank Draft
2000,February,Utility,Water,43.61,2/12/2000,43.61,2/18/2000,Check
2000,February,Utility,Internet,36.23,2/2/2000,36.23,2/19/2000,Check
2000,February,Utility,Power,94.93,2/19/2000,94.93,2/29/2000,Bank Draft
2000,February,Mortgage,House1,1920.78,2/26/2000,1920.78,2/26/2000,Bank Draft
2000,February,Mortgage,House2,1650.18,2/29/2000,,,
2000,February,Misc,Grocery,56.82,2/23/2000,56.82,2/27/2000,Check
2000,March,CCBill,Amex,1794.56,3/21/2000,,,
2000,March,Utility,Water,69.38,3/13/2000,69.38,3/18/2000,Bank Draft
2000,March,Utility,Internet,12.54,3/28/2000,12.54,3/29/2000,Bank Draft
2000,March,Utility,Power,83.01,3/18/2000,83.01,3/18/2000,Bank Draft
2000,March,Mortgage,House1,1174.02,3/26/2000,,,
2000,March,Mortgage,House2,1278.02,3/21/2000,1278.02,3/24/2000,Bank Draft
2000,March,Misc,Grocery,52.05,3/24/2000,52.05,3/29/2000,Check
2000,April,CCBill,Amex,1597.2,4/29/2000,1597.2,4/29/2000,Bank Draft
2000,April,Utility,Water,28.22,4/28/2000,,,
2000,April,Utility,Internet,42.47,4/13/2000,42.47,4/20/2000,Bank Draft
2000,April,Utility,Power,70.16,4/21/2000,,,
2000,April,Mortgage,House1,1322.73,4/19/2000,,,
2000,April,Mortgage,House2,1331.24,4/5/2000,1331.24,4/23/2000,Bank Draft
2000,April,Misc,Grocery,26.72,4/25/2000,26.72,4/28/2000,Check
2000,May,CCBill,Amex,829.18,5/9/2000,,,
2000,May,Utility,Water,26.42,5/13/2000,26.42,5/20/2000,Check
2000,May,Utility,Internet,10.87,5/19/2000,10.87,5/24/2000,Check
2000,May,Utility,Power,92.84,5/18/2000,92.84,5/29/2000,Bank Draft
2000,May,Mortgage,House1,1046.05,5/3/2000,1046.05,5/7/2000,Bank Draft
2000,May,Mortgage,House2,1283.01,5/28/2000,1283.01,5/29/2000,Bank Draft
2000,May,Misc,Grocery,104.72,5/17/2000,104.72,5/19/2000,Bank Draft
2000,June,CCBill,Amex,1107.66,6/19/2000,1107.66,6/26/2000,Check
2000,June,Utility,Water,75.79,6/26/2000,75.79,6/26/2000,Bank Draft
2000,June,Utility,Internet,5.72,6/7/2000,,,
2000,June,Utility,Power,84.67,6/27/2000,,,
2000,June,Mortgage,House1,1897.2,6/17/2000,1897.2,6/28/2000,Bank Draft
2000,June,Mortgage,House2,1495.69,6/4/2000,1495.69,6/23/2000,Bank Draft
2000,June,Misc,Grocery,37.66,6/23/2000,37.66,6/24/2000,Bank Draft
2000,July,CCBill,Amex,813.57,7/27/2000,813.57,7/27/2000,Check
2000,July,Utility,Water,33.47,7/14/2000,33.47,7/21/2000,Check
2000,July,Utility,Internet,9.12,7/26/2000,9.12,7/29/2000,Check
2000,July,Utility,Power,92.56,7/15/2000,92.56,7/28/2000,Bank Draft
2000,July,Mortgage,House1,1780.74,7/27/2000,,,
2000,July,Mortgage,House2,1212.92,7/12/2000,1212.92,7/25/2000,Bank Draft
2000,July,Misc,Grocery,108.43,7/9/2000,108.43,7/22/2000,Bank Draft
2000,August,CCBill,Amex,805.16,8/4/2000,805.16,8/5/2000,Check
2000,August,Utility,Water,22.37,8/8/2000,22.37,8/14/2000,Bank Draft
2000,August,Utility,Internet,32.7,8/4/2000,32.7,8/21/2000,Bank Draft
2000,August,Utility,Power,96.29,8/23/2000,96.29,8/24/2000,Check
2000,August,Mortgage,House1,1125.55,8/28/2000,1125.55,8/29/2000,Check
2000,August,Mortgage,House2,1883.32,8/18/2000,1883.32,8/25/2000,Check
2000,August,Misc,Grocery,43.31,8/26/2000,43.31,8/26/2000,Bank Draft
2000,September,CCBill,Amex,1361.49,9/1/2000,,,
2000,September,Utility,Water,38.93,9/5/2000,38.93,9/14/2000,Bank Draft
2000,September,Utility,Internet,10.73,9/2/2000,10.73,9/4/2000,Bank Draft
2000,September,Utility,Power,103.7,9/10/2000,,,
2000,September,Mortgage,House1,1164.91,9/27/2000,1164.91,9/27/2000,Bank Draft
2000,September,Mortgage,House2,1808.33,9/19/2000,1808.33,9/20/2000,Bank Draft
2000,September,Misc,Grocery,90.18,9/3/2000,90.18,9/15/2000,Bank Draft
2000,October,CCBill,Amex,1603.69,10/4/2000,,,
2000,October,Utility,Water,87.3,10/14/2000,87.3,10/20/2000,Bank Draft
2000,October,Utility,Internet,37.94,10/7/2000,37.94,10/10/2000,Check
2000,October,Utility,Power,73.02,10/29/2000,73.02,10/29/2000,Check
2000,October,Mortgage,House1,1015.04,10/20/2000,1015.04,10/22/2000,Bank Draft
2000,October,Mortgage,House2,1182.68,10/1/2000,1182.68,10/19/2000,Check
2000,October,Misc,Grocery,46.37,10/4/2000,46.37,10/21/2000,Check
2000,November,CCBill,Amex,973.91,11/9/2000,973.91,11/9/2000,Check
2000,November,Utility,Water,70.23,11/1/2000,70.23,11/9/2000,Check
2000,November,Utility,Internet,7.51,11/14/2000,,,
2000,November,Utility,Power,77.56,11/26/2000,77.56,11/29/2000,Bank Draft
2000,November,Mortgage,House1,1403.66,11/23/2000,1403.66,11/26/2000,Check
2000,November,Mortgage,House2,1410.64,11/24/2000,1410.64,11/27/2000,Bank Draft
2000,November,Misc,Grocery,40.38,11/13/2000,40.38,11/23/2000,Check
2000,December,CCBill,Amex,803.29,12/2/2000,803.29,12/10/2000,Check
2000,December,Utility,Water,44.1,12/10/2000,,,
2000,December,Utility,Internet,40.25,12/7/2000,40.25,12/13/2000,Check
2000,December,Utility,Power,73.46,12/17/2000,73.46,12/29/2000,Check
2000,December,Mortgage,House1,1980.54,12/26/2000,1980.54,12/27/2000,Bank Draft
2000,December,Mortgage,House2,1013.56,12/10/2000,1013.56,12/10/2000,Bank Draft
2000,December,Misc,Grocery,63.16,12/16/2000,63.16,12/24/2000,Check
