Year,Month,Expense_Category,Expense_Name,Amount_Due,Due_Date,Amount_Paid,Payment_Date,Payment_Method
2011,May,Utility,Water,69.3,5/23/2011,69.3,5/28/2011,Check
2011,May,Utility,Internet,37.43,5/1/2011,37.43,5/23/2011,Check
2011,May,Utility,Power,74.4,5/27/2011,74.4,5/28/2011,Bank Draft
2011,May,Mortgage,House1,1633.53,5/25/2011,,,
2011,May,Mortgage,House2,1433.76,5/1/2011,1433.76,5/15/2011,Bank Draft
2011,May,Misc,Grocery,86.7,5/26/2011,,,
2011,June,CCBill,Amex,622.35,6/13/2011,622.35,6/27/2011,Bank Draft
2011,June,Utility,Water,22.1,6/10/2011,22.1,6/20/2011,Check
2011,June,Utility,Internet,9.59,6/18/2011,,,
2011,June,Utility,Power,97.9,6/6/2011,,,
2011,June,Mortgage,House1,1374.0,6/28/2011,1374.0,6/29/2011,Check
2011,June,Mortgage,House2,1088.87,6/13/2011,,,
2011,June,Misc,Grocery,66.92,6/28/2011,66.92,6/29/2011,Check
2011,July,CCBill,Amex,1190.47,7/12/2011,1190.47,7/13/2011,Check
2011,July,Utility,Water,89.12,7/22/2011,,,
2011,July,Utility,Internet,47.92,7/16/2011,47.92,7/22/2011,Check
2011,July,Utility,Power,95.04,7/7/2011,95.04,7/9/2011,Bank Draft
2011,July,Mortgage,House1,1974.96,7/11/2011,,,
2011,July,Mortgage,House2,1048.14,7/2/2011,,,
2011,July,Misc,Grocery,64.79,7/13/2011,64.79,7/29/2011,Bank Draft
2011,August,CCBill,Amex,1305.01,8/6/2011,1305.01,8/25/2011,Bank Draft
2011,August,Utility,Water,46.49,8/14/2011,46.49,8/22/2011,Bank Draft
2011,August,Utility,Internet,20.17,8/18/2011,20.17,8/25/2011,Bank Draft
2011,August,Utility,Power,89.67,8/6/2011,89.67,8/26/2011,Bank Draft
2011,August,Mortgage,House1,1855.33,8/6/2011,1855.33,8/22/2011,Check
2011,August,Mortgage,House2,1305.8,8/4/2011,1305.8,8/7/2011,Bank Draft
2011,August,Misc,Grocery,101.47,8/22/2011,101.47,8/29/2011,Check
2011,September,CCBill,Amex,1780.03,9/8/2011,,,
2011,September,Utility,Water,49.74,9/19/2011,49.74,9/24/2011,Bank Draft
2011,September,Utility,Internet,35.95,9/9/2011,35.95,9/12/2011,Bank Draft
2011,September,Utility,Power,107.06,9/4/2011,,,
2011,September,Mortgage,House1,1394.9,9/16/2011,1394.9,9/16/2011,Bank Draft
2011,September,Mortgage,House2,1658.99,9/6/2011,1658.99,9/20/2011,Bank Draft
2011,September,Misc,Grocery,29.57,9/14/2011,29.57,9/19/2011,Bank Draft
2011,October,CCBill,Amex,1564.37,10/26/2011,1564.37,10/27/2011,Bank Draft
2011,October,Utility,Water,38.76,10/28/2011,38.76,10/28/2011,Bank Draft
2011,October,Utility,Internet,48.14,10/1/2011,48.14,10/19/2011,Check
2011,October,Utility,Power,93.35,10/13/2011,93.35,10/24/2011,Bank Draft
2011,October,Mortgage,House1,1171.79,10/1/2011,1171.79,10/18/2011,Bank Draft
2011,October,Mortgage,House2,1306.26,10/5/2011,1306.26,10/21/2011,Bank Draft
2011,October,Misc,Grocery,70.82,10/5/2011,70.82,10/27/2011,Bank Draft
2011,November,CCBill,Amex,1769.85,11/14/2011,1769.85,11/28/2011,Bank Draft
2011,November,Utility,Water,81.16,11/3/2011,81.16,11/11/2011,Check
2011,November,Utility,Internet,19.97,11/11/2011,19.97,11/25/2011,Check
2011,November,Utility,Power,92.88,11/1/2011,92.88,11/11/2011,Check
2011,November,Mortgage,House1,1318.9,11/8/2011,,,
2011,November,Mortgage,House2,1858.9,11/3/2011,,,
2011,November,Misc,Grocery,68.97,11/5/2011,,,
2011,December,CCBill,Amex,1544.07,12/15/2011,1544.07,12/28/2011,Bank Draft
2011,December,Utility,Water,25.14,12/5/2011,,,
2011,December,Utility,Internet,46.53,12/14/2011,,,
2011,December,Utility,Power,96.19,12/8/2011,96.19,12/16/2011,Check
2011,December,Mortgage,House1,1080.48,12/29/2011,1080.48,12/29/2011,Check
2011,December,Mortgage,House2,1945.55,12/9/2011,1945.55,12/24/2011,Check
2011,December,Misc,Grocery,101.58,12/29/2011,,,
