Year,Month,Expense_Category,Expense_Name,Amount_Due,Due_Date,Amount_Paid,Payment_Date,Payment_Method
2018,September,Mortgage,House1,1923.17,9/4/2018,1923.17,9/19/2018,Check
2018,September,Mortgage,House2,1419.66,9/21/2018,1419.66,9/28/2018,Bank Draft
2018,September,Misc,Grocery,89.74,9/6/2018,89.74,9/23/2018,Check
2018,October,CCBill,Amex,1201.18,10/20/2018,1201.18,10/22/2018,Bank Draft
2018,October,Utility,Water,43.79,10/20/2018,43.79,10/25/2018,Bank Draft
2018,October,Utility,Internet,35.46,10/25/2018,35.46,10/25/2018,Bank Draft
2018,October,Utility,Power,76.27,10/29/2018,76.27,10/29/2018,Bank Draft
2018,October,Mortgage,House1,1910.86,10/18/2018,1910.86,10/21/2018,Bank Draft
2018,October,Mortgage,House2,1135.41,10/13/2018,,,
2018,October,Misc,Grocery,22.16,10/12/2018,,,
2018,November,CCBill,Amex,1199.82,11/18/2018,,,
2018,November,Utility,Water,38.25,11/3/2018,38.25,11/5/2018,Check
2018,November,Utility,Internet,12.82,11/4/2018,12.82,11/24/2018,Check
2018,November,Utility,Power,97.68,11/3/2018,97.68,11/8/2018,Check
2018,November,Mortgage,House1,1251.47,11/19/2018,,,
2018,November,Mortgage,House2,1191.8,11/24/2018,1191.8,11/24/2018,Check
2018,November,Misc,Grocery,20.44,11/5/2018,20.44,11/6/2018,Check
2018,December,CCBill,Amex,641.9,12/20/2018,641.9,12/22/2018,Check
2018,December,Utility,Water,74.6,12/7/2018,74.6,12/14/2018,Bank Draft
2018,December,Utility,Internet,36.64,12/9/2018,36.64,12/19/2018,Bank Draft
2018,December,Utility,Power,88.04,12/16/2018,88.04,12/29/2018,Check
2018,December,Mortgage,House1,1671.34,12/29/2018,1671.34,12/29/2018,Check
2018,December,Mortgage,House2,1685.69,12/22/2018,1685.69,12/29/2018,Bank Draft
2018,December,Misc,Grocery,84.23,12/28/2018,84.23,12/28/2018,Bank Draft
