Year,Month,Expense_Category,Expense_Name,Amount_Due,Due_Date,Amount_Paid,Payment_Date,Payment_Method
2005,July,CCBill,Amex,1174.31,7/23/2005,1174.31,7/25/2005,Bank Draft
2005,July,Utility,Water,73.79,7/11/2005,73.79,7/16/2005,Check
2005,July,Utility,Internet,14.53,7/21/2005,14.53,7/29/2005,Check
2005,July,Utility,Power,103.25,7/28/2005,103.25,7/28/2005,Bank Draft
2005,July,Mortgage,House1,1774.92,7/12/2005,1774.92,7/27/2005,Check
2005,July,Mortgage,House2,1762.37,7/3/2005,,,
2005,July,Misc,Grocery,78.12,7/15/2005,,,
2005,August,CCBill,Amex,1045.63,8/2/2005,1045.63,8/10/2005,Bank Draft
2005,August,Utility,Water,53.33,8/22/2005,53.33,8/29/2005,Bank Draft
2005,August,Utility,Internet,19.33,8/8/2005,19.33,8/20/2005,Bank Draft
2005,August,Utility,Power,73.31,8/21/2005,73.31,8/26/2005,Bank Draft
2005,August,Mortgage,House1,1860.16,8/5/2005,,,
2005,August,Mortgage,House2,1644.5,8/16/2005,1644.5,8/23/2005,Check
2005,August,Misc,Grocery,81.02,8/2/2005,81.02,8/17/2005,Check
2005,September,CCBill,Amex,1154.74,9/3/2005,1154.74,9/9/2005,Check
2005,September,Utility,Water,54.5,9/26/2005,,,
2005,September,Utility,Internet,18.96,9/2/2005,18.96,9/13/2005,Bank Draft
2005,September,Utility,Power,79.64,9/25/2005,79.64,9/29/2005,Check
2005,September,Mortgage,House1,1277.0,9/7/2005,,,
2005,September,Mortgage,House2,1045.9,9/8/2005,1045.9,9/19/2005,Check
2005,September,Misc,Grocery,64.53,9/18/2005,64.53,9/20/2005,Check
2005,October,CCBill,Amex,1142.13,10/15/2005,1142.13,10/24/2005,Bank Draft
2005,October,Utility,Water,84.24,10/29/2005,84.24,10/29/2005,Check
2005,October,Utility,Internet,7.61,10/28/2005,7.61,10/28/2005,Bank Draft
2005,October,Utility,Power,86.67,10/13/2005,86.67,10/17/2005,Check
2005,October,Mortgage,House1,1016.08,10/8/2005,1016.08,10/18/2005,Check
2005,October,Mortgage,House2,1899.08,10/3/2005,1899.08,10/16/2005,Bank Draft
2005,October,Misc,Grocery,61.77,10/7/2005,61.77,10/26/2005,Bank Draft
2005,November,CCBill,Amex,1124.51,11/22/2005,1124.51,11/28/2005,Check
2005,November,Utility,Water,40.07,11/21/2005,40.07,11/21/2005,Bank Draft
2005,November,Utility,Internet,29.74,11/4/2005,29.74,11/26/2005,Check
2005,November,Utility,Power,99.98,11/15/2005,,,
2005,November,Mortgage,House1,1197.47,11/17/2005,1197.47,11/18/2005,Bank Draft
2005,November,Mortgage,House2,1544.34,11/24/2005,,,
2005,November,Misc,Grocery,20.6,11/10/2005,20.6,11/17/2005,Check
2005,December,CCBill,Amex,608.69,12/18/2005,608.69,12/26/2005,Check
2005,December,Utility,Water,54.71,12/15/2005,,,
2005,December,Utility,Internet,49.07,12/3/2005,,,
2005,December,Utility,Power,78.58,12/19/2005,78.58,12/20/2005,Bank Draft
2005,December,Mortgage,House1,1597.17,12/23/2005,1597.17,12/26/2005,Bank Draft
2005,December,Mortgage,House2,1165.1,12/15/2005,1165.1,12/17/2005,Bank Draft
2005,December,Misc,Grocery,97.52,12/25/2005,,,
Year,Month,Expense_Category,Expense_Name,Amount_Due,Due_Date,Amount_Paid,Payment_Date,Payment_Method
2005,January,CCBill,Amex,1631.01,1/4/2005,1631.01,1/16/2005,Check
2005,January,Utility,Water,46.99,1/22/2005,,,
2005,January,Utility,Internet,28.46,1/15/2005,,,
2005,January,Utility,Power,103.15,1/13/2005,,,
2005,January,Mortgage,House1,1966.58,1/2/2005,1966.58,1/14/2005,Check
2005,January,Mortgage,House2,1533.91,1/12/2005,1533.91,1/14/2005,Bank Draft
2005,January,Misc,Grocery,70.86,1/24/2005,70.86,1/24/2005,Check
2005,February,CCBill,Amex,1552.13,2/16/2005,1552.13,2/16/2005,Bank Draft
2005,February,Utility,Water,28.94,2/23/2005,,,
2005,February,Utility,Internet,25.83,2/19/2005,,,
2005,February,Utility,Power,78.93,2/29/2005,78.93,2/29/2005,Check
2005,February,Mortgage,House1,1396.73,2/2/2005,1396.73,2/10/2005,Bank Draft
2005,February,Mortgage,House2,1534.74,2/4/2005,,,
2005,February,Misc,Grocery,52.16,2/13/2005,,,
2005,March,CCBill,Amex,735.81,3/21/2005,735.81,3/22/2005,Bank Draft
2005,March,Utility,Water,47.15,3/15/2005,47.15,3/18/2005,Bank Draft
2005,March,Utility,Internet,6.18,3/26/2005,6.18,3/27/2005,Bank Draft
2005,March,Utility,Power,78.05,3/20/2005,78.05,3/25/2005,Check
2005,March,Mortgage,House1,1414.2,3/12/2005,1414.2,3/21/2005,Check
2005,March,Mortgage,House2,1274.23,3/7/2005,1274.23,3/9/2005,Bank Draft
2005,March,Misc,Grocery,104.92,3/20/2005,104.92,3/27/2005,Bank Draft
2005,April,CCBill,Amex,1672.43,4/10/2005,1672.43,4/19/2005,Check
2005,April,Utility,Water,48.91,4/1/2005,48.91,4/9/2005,Bank Draft
2005,April,Utility,Internet,29.57,4/2/2005,29.57,4/4/2005,Check
2005,April,Utility,Power,72.01,4/12/2005,72.01,4/17/2005,Check
2005,April,Mortgage,House1,1876.03,4/23/2005,1876.03,4/28/2005,Check
2005,April,Mortgage,House2,1657.54,4/16/2005,1657.54,4/24/2005,Bank Draft
2005,April,Misc,Grocery,71.75,4/29/2005,71.75,4/29/2005,Check
2005,May,CCBill,Amex,677.6,5/27/2005,,,
2005,May,Utility,Water,58.54,5/14/2005,58.54,5/24/2005,Check
2005,May,Utility,Internet,18.46,5/6/2005,18.46,5/19/2005,Bank Draft
2005,May,Utility,Power,87.57,5/26/2005,,,
2005,May,Mortgage,House1,1207.61,5/1/2005,1207.61,5/26/2005,Bank Draft
2005,May,Mortgage,House2,1916.92,5/4/2005,,,
2005,May,Misc,Grocery,35.39,5/4/2005,,,
2005,June,CCBill,Amex,1217.88,6/7/2005,1217.88,6/24/2005,Check
2005,June,Utility,Water,76.63,6/27/2005,,,
2005,June,Utility,Internet,18.72,6/9/2005,18.72,6/23/2005,Check
2005,June,Utility,Power,101.41,6/29/2005,101.41,6/29/2005,Check
2005,June,Mortgage,House1,1959.65,6/7/2005,,,
2005,June,Mortgage,House2,1074.33,6/19/2005,1074.33,6/21/2005,Check
2005,June,Misc,Grocery,57.57,6/18/2005,57.57,6/26/2005,Bank Draft
2005,July,CCBill,Amex,618.75,7/24/2005,618.75,7/24/2005,Bank Draft
2005,July,Utility,Water,67.91,7/25/2005,67.91,7/27/2005,Check
2005,July,Utility,Internet,30.45,7/18/2005,30.45,7/21/2005,Bank Draft
2005,July,Utility,Power,76.71,7/9/2005,76.71,7/18/2005,Bank Draft
2005,July,Mortgage,House1,1072.42,7/22/2005,1072.42,7/25/2005,Check
2005,July,Mortgage,House2,1246.68,7/9/2005,,,
2005,July,Misc,Grocery,64.27,7/1/2005,64.27,7/16/2005,Check
2005,August,CCBill,Amex,1130.25,8/17/2005,,,
2005,August,Utility,Water,24.24,8/2/2005,24.24,8/7/2005,Check
2005,August,Utility,Internet,16.72,8/27/2005,16.72,8/27/2005,Check
2005,August,Utility,Power,81.95,8/14/2005,81.95,8/28/2005,Check
2005,August,Mortgage,House1,1358.38,8/8/2005,1358.38,8/23/2005,Check
2005,August,Mortgage,House2,1261.15,8/17/2005,,,
2005,August,Misc,Grocery,104.11,8/23/2005,104.11,8/29/2005,Check
2005,September,CCBill,Amex,1522.96,9/21/2005,1522.96,9/22/2005,Bank Draft
2005,September,Utility,Water,59.57,9/3/2005,,,
2005,September,Utility,Internet,21.05,9/14/2005,21.05,9/22/2005,Check
2005,September,Utility,Power,93.38,9/7/2005,,,
2005,September,Mortgage,House1,1814.65,9/12/2005,1814.65,9/15/2005,Bank Draft
2005,September,Mortgage,House2,1664.57,9/14/2005,,,
2005,September,Misc,Grocery,48.87,9/6/2005,48.87,9/29/2005,Bank Draft
2005,October,CCBill,Amex,1177.15,10/11/2005,1177.15,10/24/2005,Check
2005,October,Utility,Water,73.83,10/18/2005,73.83,10/21/2005,Check
2005,October,Utility,Internet,36.71,10/8/2005,,,
2005,October,Utility,Power,79.75,10/3/2005,79.75,10/15/2005,Bank Draft
2005,October,Mortgage,House1,1184.6,10/7/2005,,,
2005,October,Mortgage,House2,1953.62,10/15/2005,,,
2005,October,Misc,Grocery,42.66,10/7/2005,,,
2005,November,CCBill,Amex,1295.8,11/3/2005,,,
2005,November,Utility,Water,20.57,11/12/2005,20.57,11/20/2005,Check
2005,November,Utility,Internet,28.42,11/22/2005,,,
2005,November,Utility,Power,93.3,11/3/2005,93.3,11/23/2005,Bank Draft
2005,November,Mortgage,House1,1116.66,11/18/2005,1116.66,11/26/2005,Bank Draft
2005,November,Mortgage,House2,1174.69,11/22/2005,1174.69,11/27/2005,Bank Draft
2005,November,Misc,Grocery,75.97,11/13/2005,,,
2005,December,CCBill,Amex,1384.52,12/6/2005,1384.52,12/11/2005,Bank Draft
2005,December,Utility,Water,31.67,12/16/2005,31.67,12/20/2005,Bank Draft
2005,December,Utility,Internet,16.24,12/5/2005,16.24,12/21/2005,Bank Draft
2005,December,Utility,Power,79.93,12/13/2005,79.93,12/26/2005,Check
2005,December,Mortgage,House1,1770.71,12/21/2005,1770.71,12/29/2005,Check
2005,December,Mortgage,House2,1412.15,12/28/2005,1412.15,12/28/2005,Bank Draft
2005,December,Misc,Grocery,108.38,12/25/2005,108.38,12/29/2005,Check
