Year,Month,Expense_Category,Expense_Name,Amount_Due,Due_Date,Amount_Paid,Payment_Date,Payment_Method
2019,July,Utility,Water,54.41,7/28/2019,54.41,7/28/2019,Check
2019,July,Utility,Internet,12.08,7/16/2019,,,
2019,July,Utility,Power,92.71,7/20/2019,92.71,7/23/2019,Bank Draft
2019,July,Mortgage,House1,1023.09,7/23/2019,1023.09,7/26/2019,Bank Draft
2019,July,Mortgage,House2,1937.48,7/16/2019,1937.48,7/16/2019,Bank Draft
2019,July,Misc,Grocery,55.39,7/27/2019,55.39,7/28/2019,Check
2019,August,CCBill,Amex,1597.63,8/2/2019,1597.63,8/18/2019,Check
2019,August,Utility,Water,43.74,8/21/2019,,,
2019,August,Utility,Internet,32.55,8/17/2019,,,
2019,August,Utility,Power,108.29,8/25/2019,,,
2019,August,Mortgage,House1,1826.1,8/6/2019,1826.1,8/8/2019,Bank Draft
2019,August,Mortgage,House2,1119.64,8/20/2019,,,
2019,August,Misc,Grocery,100.39,8/19/2019,100.39,8/19/2019,Check
2019,September,CCBill,Amex,1054.93,9/21/2019,,,
2019,September,Utility,Water,66.85,9/23/2019,66.85,9/25/2019,Check
2019,September,Utility,Internet,38.51,9/21/2019,,,
2019,September,Utility,Power,70.65,9/16/2019,70.65,9/20/2019,Bank Draft
2019,September,Mortgage,House1,1678.11,9/18/2019,1678.11,9/23/2019,Bank Draft
2019,September,Mortgage,House2,1142.55,9/23/2019,1142.55,9/23/2019,Check
2019,September,Misc,Grocery,105.08,9/22/2019,105.08,9/23/2019,Bank Draft
2019,October,CCBill,Amex,1624.17,10/2/2019,,,
2019,October,Utility,Water,81.46,10/2/2019,81.46,10/19/2019,Bank Draft
2019,October,Utility,Internet,27.02,10/28/2019,27.02,10/28/2019,Bank Draft
2019,October,Utility,Power,80.84,10/4/2019,80.84,10/5/2019,Bank Draft
2019,October,Mortgage,House1,1226.43,10/9/2019,1226.43,10/22/2019,Bank Draft
2019,October,Mortgage,House2,1174.69,10/4/2019,,,
2019,October,Misc,Grocery,104.87,10/19/2019,,,
2019,November,CCBill,Amex,1211.27,11/3/2019,1211.27,11/10/2019,Bank Draft
2019,November,Utility,Water,35.0,11/23/2019,35.0,11/25/2019,Bank Draft
2019,November,Utility,Internet,44.43,11/28/2019,44.43,11/29/2019,Bank Draft
2019,November,Utility,Power,70.7,11/8/2019,70.7,11/18/2019,Bank Draft
2019,November,Mortgage,House1,1588.75,11/26/2019,1588.75,11/26/2019,Bank Draft
2019,November,Mortgage,House2,1493.72,11/29/2019,1493.72,11/29/2019,Check
2019,November,Misc,Grocery,94.26,11/12/2019,94.26,11/29/2019,Bank Draft
2019,December,CCBill,Amex,1162.77,12/23/2019,,,
2019,December,Utility,Water,57.35,12/26/2019,57.35,12/27/2019,Check
2019,December,Utility,Internet,27.6,12/6/2019,,,
2019,December,Utility,Power,97.02,12/22/2019,,,
2019,December,Mortgage,House1,1727.96,12/17/2019,1727.96,12/26/2019,Bank Draft
2019,December,Mortgage,House2,1252.44,12/3/2019,,,
2019,December,Misc,Grocery,28.09,12/21/2019,28.09,12/29/2019,Check
