Year,Month,Expense_Category,Expense_Name,Amount_Due,Due_Date,Amount_Paid,Payment_Date,Payment_Method
2020,May,Mortgage,House2,1532.4,5/11/2020,1532.4,5/15/2020,Check
2020,May,Misc,Grocery,27.07,5/2/2020,27.07,5/8/2020,Bank Draft
2020,June,CCBill,Amex,898.89,6/28/2020,898.89,6/28/2020,Bank Draft
2020,June,Utility,Water,85.47,6/17/2020,85.47,6/26/2020,Check
2020,June,Utility,Internet,5.22,6/29/2020,,,
2020,June,Utility,Power,84.07,6/24/2020,,,
2020,June,Mortgage,House1,1757.31,6/26/2020,1757.31,6/28/2020,Bank Draft
2020,June,Mortgage,House2,1165.58,6/19/2020,1165.58,6/28/2020,Check
2020,June,Misc,Grocery,53.09,6/25/2020,53.09,6/27/2020,Bank Draft
2020,July,CCBill,Amex,1692.84,7/23/2020,1692.84,7/26/2020,Bank Draft
2020,July,Utility,Water,37.41,7/24/2020,37.41,7/24/2020,Check
2020,July,Utility,Internet,6.42,7/22/2020,6.42,7/29/2020,Check
2020,July,Utility,Power,74.17,7/26/2020,74.17,7/27/2020,Bank Draft
2020,July,Mortgage,House1,1320.02,7/5/2020,,,
2020,July,Mortgage,House2,1634.7,7/3/2020,,,
2020,July,Misc,Grocery,103.32,7/11/2020,103.32,7/21/2020,Bank Draft
2020,August,CCBill,Amex,830.93,8/3/2020,830.93,8/23/2020,Check
2020,August,Utility,Water,60.47,8/21/2020,,,
2020,August,Utility,Internet,5.21,8/27/2020,,,
2020,August,Utility,Power,85.92,8/13/2020,85.92,8/27/2020,Bank Draft
2020,August,Mortgage,House1,1818.02,8/11/2020,1818.02,8/29/2020,Bank Draft
2020,August,Mortgage,House2,1365.28,8/24/2020,,,
2020,August,Misc,Grocery,38.67,8/1/2020,38.67,8/26/2020,Bank Draft
2020,September,CCBill,Amex,720.37,9/10/2020,,,
2020,September,Utility,Water,50.09,9/4/2020,,,
2020,September,Utility,Internet,25.17,9/2/2020,25.17,9/3/2020,Check
2020,September,Utility,Power,73.7,9/29/2020,73.7,9/29/2020,Check
2020,September,Mortgage,House1,1592.8,9/11/2020,1592.8,9/14/2020,Bank Draft
2020,September,Mortgage,House2,1075.4,9/8/2020,,,
2020,September,Misc,Grocery,88.85,9/19/2020,88.85,9/29/2020,Check
2020,October,CCBill,Amex,1412.16,10/21/2020,1412.16,10/28/2020,Check
2020,October,Utility,Water,38.64,10/15/2020,38.64,10/18/2020,Bank Draft
2020,October,Utility,Internet,36.23,10/15/2020,36.23,10/29/2020,Check
2020,October,Utility,Power,84.44,10/15/2020,84.44,10/17/2020,Check
2020,October,Mortgage,House1,1899.9,10/2/2020,1899.9,10/7/2020,Check
2020,October,Mortgage,House2,1820.12,10/20/2020,,,
2020,October,Misc,Grocery,38.45,10/15/2020,38.45,10/26/2020,Bank Draft
2020,November,CCBill,Amex,1720.32,11/10/2020,1720.32,11/14/2020,Bank Draft
2020,November,Utility,Water,55.33,11/9/2020,55.33,11/12/2020,Bank Draft
2020,November,Utility,Internet,18.7,11/4/2020,18.7,11/20/2020,Check
2020,November,Utility,Power,98.72,11/12/2020,,,
2020,November,Mortgage,House1,1771.26,11/1/2020,1771.26,11/8/2020,Check
2020,November,Mortgage,House2,1769.4,11/18/2020,1769.4,11/25/2020,Bank Draft
2020,November,Misc,Grocery,30.54,11/7/2020,30.54,11/20/2020,Bank Draft
2020,December,CCBill,Amex,1393.39,12/19/2020,1393.39,12/20/2020,Check
2020,December,Utility,Water,23.46,12/26/2020,23.46,12/28/2020,Bank Draft
2020,December,Utility,Internet,16.33,12/8/2020,16.33,12/14/2020,Check
2020,December,Utility,Power,100.36,12/27/2020,,,
2020,December,Mortgage,House1,1747.33,12/15/2020,1747.33,12/29/2020,Check
2020,December,Mortgage,House2,1571.5,12/10/2020,1571.5,12/18/2020,Bank Draft
2020,December,Misc,Grocery,74.6,12/20/2020,74.6,12/29/2020,Bank Draft
