Year,Month,Expense_Category,Expense_Name,Amount_Due,Due_Date,Amount_Paid,Payment_Date,Payment_Method
2007,July,Mortgage,House2,1909.26,7/16/2007,1909.26,7/28/2007,Check
2007,July,Misc,Grocery,63.34,7/2/2007,63.34,7/18/2007,Bank Draft
2007,August,CCBill,Amex,810.48,8/15/2007,810.48,8/22/2007,Check
2007,August,Utility,Water,73.23,8/13/2007,73.23,8/17/2007,Check
2007,August,Utility,Internet,39.38,8/1/2007,39.38,8/26/2007,Bank Draft
2007,August,Utility,Power,72.07,8/26/2007,,,
2007,August,Mortgage,House1,1354.85,8/4/2007,1354.85,8/5/2007,Check
2007,August,Mortgage,House2,1917.43,8/4/2007,1917.43,8/27/2007,Bank Draft
2007,August,Misc,Grocery,108.65,8/27/2007,,,
2007,September,CCBill,Amex,738.7,9/15/2007,738.7,9/27/2007,Check
2007,September,Utility,Water,21.01,9/19/2007,,,
2007,September,Utility,Internet,20.54,9/11/2007,,,
2007,September,Utility,Power,84.22,9/20/2007,84.22,9/22/2007,Bank Draft
2007,September,Mortgage,House1,1357.18,9/19/2007,1357.18,9/29/2007,Check
2007,September,Mortgage,House2,1209.43,9/8/2007,1209.43,9/26/2007,Bank Draft
2007,September,Misc,Grocery,20.82,9/6/2007,20.82,9/26/2007,Check
2007,October,CCBill,Amex,837.41,10/12/2007,,,
2007,October,Utility,Water,32.3,10/3/2007,,,
2007,October,Utility,Internet,13.2,10/29/2007,13.2,10/29/2007,Bank Draft
2007,October,Utility,Power,108.05,10/29/2007,108.05,10/29/2007,Check
2007,October,Mortgage,House1,1210.22,10/29/2007,1210.22,10/29/2007,Check
2007,October,Mortgage,House2,1300.69,10/24/2007,,,
2007,October,Misc,Grocery,71.05,10/9/2007,71.05,10/25/2007,Check
2007,November,CCBill,Amex,1523.8,11/23/2007,1523.8,11/26/2007,Check
2007,November,Utility,Water,38.01,11/3/2007,38.01,11/6/2007,Check
2007,November,Utility,Internet,13.85,11/26/2007,,,
2007,November,Utility,Power,86.14,11/18/2007,86.14,11/26/2007,Bank Draft
2007,November,Mortgage,House1,1238.83,11/8/2007,1238.83,11/12/2007,Check
2007,November,Mortgage,House2,1813.55,11/1/2007,1813.55,11/25/2007,Check
2007,November,Misc,Grocery,103.82,11/14/2007,,,
2007,December,CCBill,Amex,1424.46,12/7/2007,1424.46,12/14/2007,Bank Draft
2007,December,Utility,Water,72.27,12/3/2007,,,
2007,December,Utility,Internet,35.84,12/17/2007,35.84,12/28/2007,Bank Draft
2007,December,Utility,Power,76.81,12/20/2007,76.81,12/26/2007,Bank Draft
2007,December,Mortgage,House1,1280.46,12/27/2007,1280.46,12/28/2007,Check
2007,December,Mortgage,House2,1316.75,12/6/2007,1316.75,12/28/2007,Check
2007,December,Misc,Grocery,63.2,12/9/2007,63.2,12/28/2007,Bank Draft
